service	prefix	action	access_level	table_link	action_docs_link	condition_keys	dependent_actions
Amplify Admin	amplifybackend	RemoveBackendConfig	Write		https://docs.aws.amazon.com/amplify-admin-ui/latest/APIReference/backend-appid-config-remove.html#RemoveBackendConfig		
Amplify Admin	amplifybackend	UpdateBackendAPI	Write		https://docs.aws.amazon.com/amplify-admin-ui/latest/APIReference/backend-appid-api-backendenvironmentname.html#UpdateBackendAPI		
Amplify Admin	amplifybackend	UpdateBackendAuth	Write		https://docs.aws.amazon.com/amplify-admin-ui/latest/APIReference/backend-appid-auth-backendenvironmentname.html#UpdateBackendAuth		
Amplify Admin	amplifybackend	UpdateBackendConfig	Write		https://docs.aws.amazon.com/amplify-admin-ui/latest/APIReference/backend-appid-config-update.html#UpdateBackendConfig		
Amplify Admin	amplifybackend	UpdateBackendJob	Write		https://docs.aws.amazon.com/amplify-admin-ui/latest/APIReference/backend-appid-job-backendenvironmentname-jobid.html#UpdateBackendJob		
Amplify Admin	amplifybackend	UpdateBackendStorage	Write		https://docs.aws.amazon.com/amplify-admin-ui/latest/APIReference/backend-appid-storage.html#UpdateBackendStorage		
Amplify UI Builder	amplifyuibuilder	CreateComponent	Write		https://docs.aws.amazon.com/amplifyuibuilder/latest/APIReference/API_CreateComponent.html	aws:RequestTag/${TagKey}, aws:TagKeys	amplify:GetApp
Amplify UI Builder	amplifyuibuilder	CreateForm	Write		https://docs.aws.amazon.com/amplifyuibuilder/latest/APIReference/API_CreateForm.html	aws:RequestTag/${TagKey}, aws:TagKeys	amplify:GetApp
Amplify UI Builder	amplifyuibuilder	CreateTheme	Write		https://docs.aws.amazon.com/amplifyuibuilder/latest/APIReference/API_CreateTheme.html	aws:RequestTag/${TagKey}, aws:TagKeys	amplify:GetApp
Amplify UI Builder	amplifyuibuilder	DeleteComponent	Write		https://docs.aws.amazon.com/amplifyuibuilder/latest/APIReference/API_DeleteComponent.html		amplify:GetApp
Amplify UI Builder	amplifyuibuilder	DeleteForm	Write		https://docs.aws.amazon.com/amplifyuibuilder/latest/APIReference/API_DeleteForm.html		amplify:GetApp
Amplify UI Builder	amplifyuibuilder	DeleteTheme	Write		https://docs.aws.amazon.com/amplifyuibuilder/latest/APIReference/API_DeleteTheme.html		amplify:GetApp
Amplify UI Builder	amplifyuibuilder	ExchangeCodeForToken	Write		https://docs.aws.amazon.com/amplifyuibuilder/latest/APIReference/API_ExchangeCodeForToken.html		
Amplify UI Builder	amplifyuibuilder	ExportComponents	Read		https://docs.aws.amazon.com/amplifyuibuilder/latest/APIReference/API_ExportComponents.html		
Amplify UI Builder	amplifyuibuilder	ExportForms	Read		https://docs.aws.amazon.com/amplifyuibuilder/latest/APIReference/API_ExportForms.html		
Amplify UI Builder	amplifyuibuilder	ExportThemes	Read		https://docs.aws.amazon.com/amplifyuibuilder/latest/APIReference/API_ExportThemes.html		
Amplify UI Builder	amplifyuibuilder	GetCodegenJob	Read		https://docs.aws.amazon.com/amplifyuibuilder/latest/APIReference/API_GetCodegenJob.html		amplify:GetApp
Amplify UI Builder	amplifyuibuilder	GetComponent	Read		https://docs.aws.amazon.com/amplifyuibuilder/latest/APIReference/API_GetComponent.html		amplify:GetApp
Amplify UI Builder	amplifyuibuilder	GetForm	Read		https://docs.aws.amazon.com/amplifyuibuilder/latest/APIReference/API_GetForm.html		amplify:GetApp
Amplify UI Builder	amplifyuibuilder	GetMetadata	Read		https://docs.aws.amazon.com/amplifyuibuilder/latest/APIReference/API_GetMetadata.html		
Amplify UI Builder	amplifyuibuilder	GetTheme	Read		https://docs.aws.amazon.com/amplifyuibuilder/latest/APIReference/API_GetTheme.html		amplify:GetApp
Amplify UI Builder	amplifyuibuilder	ListCodegenJobs	List		https://docs.aws.amazon.com/amplifyuibuilder/latest/APIReference/API_ListCodegenJobs.html		amplify:GetApp
Amplify UI Builder	amplifyuibuilder	ListComponents	List		https://docs.aws.amazon.com/amplifyuibuilder/latest/APIReference/API_ListComponents.html		amplify:GetApp
Amplify UI Builder	amplifyuibuilder	ListForms	List		https://docs.aws.amazon.com/amplifyuibuilder/latest/APIReference/API_ListForms.html		amplify:GetApp
Amplify UI Builder	amplifyuibuilder	ListThemes	List		https://docs.aws.amazon.com/amplifyuibuilder/latest/APIReference/API_ListThemes.html		amplify:GetApp
Amplify UI Builder	amplifyuibuilder	PutMetadataFlag	Write		https://docs.aws.amazon.com/amplifyuibuilder/latest/APIReference/API_PutMetadataFlag.html		
Amplify UI Builder	amplifyuibuilder	RefreshToken	Write		https://docs.aws.amazon.com/amplifyuibuilder/latest/APIReference/API_RefreshToken.html		
Amplify UI Builder	amplifyuibuilder	ResetMetadataFlag	Write		https://docs.aws.amazon.com/amplifyuibuilder/latest/APIReference/API_ResetMetadataFlag.html		
Amplify UI Builder	amplifyuibuilder	StartCodegenJob	Write		https://docs.aws.amazon.com/amplifyuibuilder/latest/APIReference/API_StartCodegenJob.html	aws:RequestTag/${TagKey}, aws:TagKeys	amplify:GetApp
Amplify UI Builder	amplifyuibuilder	UpdateComponent	Write		https://docs.aws.amazon.com/amplifyuibuilder/latest/APIReference/API_UpdateComponent.html		amplify:GetApp
Amplify UI Builder	amplifyuibuilder	UpdateForm	Write		https://docs.aws.amazon.com/amplifyuibuilder/latest/APIReference/API_UpdateForm.html		amplify:GetApp
Amplify UI Builder	amplifyuibuilder	UpdateTheme	Write		https://docs.aws.amazon.com/amplifyuibuilder/latest/APIReference/API_UpdateTheme.html		amplify:GetApp
Apache Kafka APIs for Amazon MSK clusters	kafka-cluster	AlterCluster	Write		https://docs.aws.amazon.com/msk/latest/developerguide/iam-access-control.html#actions		kafka-cluster:Connect, kafka-cluster:DescribeCluster
Apache Kafka APIs for Amazon MSK clusters	kafka-cluster	AlterClusterDynamicConfiguration	Write		https://docs.aws.amazon.com/msk/latest/developerguide/iam-access-control.html#actions		kafka-cluster:Connect, kafka-cluster:DescribeClusterDynamicConfiguration
Apache Kafka APIs for Amazon MSK clusters	kafka-cluster	AlterGroup	Write		https://docs.aws.amazon.com/msk/latest/developerguide/iam-access-control.html#actions		kafka-cluster:Connect, kafka-cluster:DescribeGroup
Apache Kafka APIs for Amazon MSK clusters	kafka-cluster	AlterTopic	Write		https://docs.aws.amazon.com/msk/latest/developerguide/iam-access-control.html#actions		kafka-cluster:Connect, kafka-cluster:DescribeTopic
Apache Kafka APIs for Amazon MSK clusters	kafka-cluster	AlterTopicDynamicConfiguration	Write		https://docs.aws.amazon.com/msk/latest/developerguide/iam-access-control.html#actions		kafka-cluster:Connect, kafka-cluster:DescribeTopicDynamicConfiguration
Apache Kafka APIs for Amazon MSK clusters	kafka-cluster	AlterTransactionalId	Write		https://docs.aws.amazon.com/msk/latest/developerguide/iam-access-control.html#actions		kafka-cluster:Connect, kafka-cluster:DescribeTransactionalId, kafka-cluster:WriteData
Apache Kafka APIs for Amazon MSK clusters	kafka-cluster	Connect	Write		https://docs.aws.amazon.com/msk/latest/developerguide/iam-access-control.html#actions		
Apache Kafka APIs for Amazon MSK clusters	kafka-cluster	CreateTopic	Write		https://docs.aws.amazon.com/msk/latest/developerguide/iam-access-control.html#actions		kafka-cluster:Connect
Apache Kafka APIs for Amazon MSK clusters	kafka-cluster	DeleteGroup	Write		https://docs.aws.amazon.com/msk/latest/developerguide/iam-access-control.html#actions		kafka-cluster:Connect, kafka-cluster:DescribeGroup
Apache Kafka APIs for Amazon MSK clusters	kafka-cluster	DeleteTopic	Write		https://docs.aws.amazon.com/msk/latest/developerguide/iam-access-control.html#actions		kafka-cluster:Connect, kafka-cluster:DescribeTopic
Apache Kafka APIs for Amazon MSK clusters	kafka-cluster	DescribeCluster	List		https://docs.aws.amazon.com/msk/latest/developerguide/iam-access-control.html#actions		kafka-cluster:Connect
Apache Kafka APIs for Amazon MSK clusters	kafka-cluster	DescribeClusterDynamicConfiguration	List		https://docs.aws.amazon.com/msk/latest/developerguide/iam-access-control.html#actions		kafka-cluster:Connect
Apache Kafka APIs for Amazon MSK clusters	kafka-cluster	DescribeGroup	List		https://docs.aws.amazon.com/msk/latest/developerguide/iam-access-control.html#actions		kafka-cluster:Connect
Apache Kafka APIs for Amazon MSK clusters	kafka-cluster	DescribeTopic	List		https://docs.aws.amazon.com/msk/latest/developerguide/iam-access-control.html#actions		kafka-cluster:Connect
Apache Kafka APIs for Amazon MSK clusters	kafka-cluster	DescribeTopicDynamicConfiguration	List		https://docs.aws.amazon.com/msk/latest/developerguide/iam-access-control.html#actions		kafka-cluster:Connect
Apache Kafka APIs for Amazon MSK clusters	kafka-cluster	DescribeTransactionalId	List		https://docs.aws.amazon.com/msk/latest/developerguide/iam-access-control.html#actions		kafka-cluster:Connect
Apache Kafka APIs for Amazon MSK clusters	kafka-cluster	ReadData	Read		https://docs.aws.amazon.com/msk/latest/developerguide/iam-access-control.html#actions		kafka-cluster:AlterGroup, kafka-cluster:Connect, kafka-cluster:DescribeTopic
Apache Kafka APIs for Amazon MSK clusters	kafka-cluster	WriteData	Write		https://docs.aws.amazon.com/msk/latest/developerguide/iam-access-control.html#actions		kafka-cluster:Connect, kafka-cluster:DescribeTopic
Apache Kafka APIs for Amazon MSK clusters	kafka-cluster	WriteDataIdempotently	Write		https://docs.aws.amazon.com/msk/latest/developerguide/iam-access-control.html#actions		kafka-cluster:Connect, kafka-cluster:WriteData
App Mesh	appmesh	CreateGatewayRoute	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_CreateGatewayRoute.html	aws:TagKeys, aws:RequestTag/${TagKey}	
App Mesh	appmesh	CreateMesh	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_CreateMesh.html	aws:TagKeys, aws:RequestTag/${TagKey}	
App Mesh	appmesh	CreateRoute	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_CreateRoute.html	aws:TagKeys, aws:RequestTag/${TagKey}	
App Mesh	appmesh	CreateVirtualGateway	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_CreateVirtualGateway.html	aws:TagKeys, aws:RequestTag/${TagKey}	
App Mesh	appmesh	CreateVirtualNode	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_CreateVirtualNode.html	aws:TagKeys, aws:RequestTag/${TagKey}	
App Mesh	appmesh	CreateVirtualRouter	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_CreateVirtualRouter.html	aws:TagKeys, aws:RequestTag/${TagKey}	
App Mesh	appmesh	CreateVirtualService	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_CreateVirtualService.html	aws:TagKeys, aws:RequestTag/${TagKey}	
App Mesh	appmesh	DeleteGatewayRoute	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DeleteGatewayRoute.html		
App Mesh	appmesh	DeleteMesh	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DeleteMesh.html		
App Mesh	appmesh	DeleteRoute	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DeleteRoute.html		
App Mesh	appmesh	DeleteVirtualGateway	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DeleteVirtualGateway.html		
App Mesh	appmesh	DeleteVirtualNode	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DeleteVirtualNode.html		
App Mesh	appmesh	DeleteVirtualRouter	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DeleteVirtualRouter.html		
App Mesh	appmesh	DeleteVirtualService	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DeleteVirtualService.html		
App Mesh	appmesh	DescribeGatewayRoute	Read		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DescribeGatewayRoute.html		
App Mesh	appmesh	DescribeMesh	Read		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DescribeMesh.html		
App Mesh	appmesh	DescribeRoute	Read		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DescribeRoute.html		
App Mesh	appmesh	DescribeVirtualGateway	Read		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DescribeVirtualGateway.html		
App Mesh	appmesh	DescribeVirtualNode	Read		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DescribeVirtualNode.html		
App Mesh	appmesh	DescribeVirtualRouter	Read		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DescribeVirtualRouter.html		
App Mesh	appmesh	DescribeVirtualService	Read		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DescribeVirtualService.html		
App Mesh	appmesh	ListGatewayRoutes	List		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_ListGatewayRoutes.html		
App Mesh	appmesh	ListMeshes	List		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_ListMeshes.html		
App Mesh	appmesh	ListRoutes	List		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_ListRoutes.html		
App Mesh	appmesh	ListTagsForResource	List		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_ListTagsForResource.html		
App Mesh	appmesh	ListVirtualGateways	List		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_ListVirtualGateways.html		
App Mesh	appmesh	ListVirtualNodes	List		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_ListVirtualNodes.html		
App Mesh	appmesh	ListVirtualRouters	List		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_ListVirtualRouters.html		
App Mesh	appmesh	ListVirtualServices	List		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_ListVirtualServices.html		
App Mesh	appmesh	StreamAggregatedResources	Read		https://docs.aws.amazon.com/app-mesh/latest/userguide/envoy.html		
App Mesh	appmesh	TagResource	Tagging		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_TagResource.html	aws:TagKeys, aws:RequestTag/${TagKey}	
App Mesh	appmesh	UntagResource	Tagging		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_UntagResource.html	aws:TagKeys	
App Mesh	appmesh	UpdateGatewayRoute	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_UpdateGatewayRoute.html		
App Mesh	appmesh	UpdateMesh	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_UpdateMesh.html		
App Mesh	appmesh	UpdateRoute	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_UpdateRoute.html		
App Mesh	appmesh	UpdateVirtualGateway	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_UpdateVirtualGateway.html		
App Mesh	appmesh	UpdateVirtualNode	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_UpdateVirtualNode.html		
App Mesh	appmesh	UpdateVirtualRouter	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_UpdateVirtualRouter.html		
App Mesh	appmesh	UpdateVirtualService	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_UpdateVirtualService.html		
App Mesh Preview	appmesh-preview	CreateGatewayRoute	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_CreateGatewayRoute.html		
App Mesh Preview	appmesh-preview	CreateMesh	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_CreateMesh.html		
App Mesh Preview	appmesh-preview	CreateRoute	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_CreateRoute.html		
App Mesh Preview	appmesh-preview	CreateVirtualGateway	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_CreateVirtualGateway.html		
App Mesh Preview	appmesh-preview	CreateVirtualNode	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_CreateVirtualNode.html		
App Mesh Preview	appmesh-preview	CreateVirtualRouter	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_CreateVirtualRouter.html		
App Mesh Preview	appmesh-preview	CreateVirtualService	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_CreateVirtualService.html		
App Mesh Preview	appmesh-preview	DeleteGatewayRoute	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DeleteGatewayRoute.html		
App Mesh Preview	appmesh-preview	DeleteMesh	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DeleteMesh.html		
App Mesh Preview	appmesh-preview	DeleteRoute	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DeleteRoute.html		
App Mesh Preview	appmesh-preview	DeleteVirtualGateway	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DeleteVirtualGateway.html		
App Mesh Preview	appmesh-preview	DeleteVirtualNode	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DeleteVirtualNode.html		
App Mesh Preview	appmesh-preview	DeleteVirtualRouter	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DeleteVirtualRouter.html		
App Mesh Preview	appmesh-preview	DeleteVirtualService	Write		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DeleteVirtualService.html		
App Mesh Preview	appmesh-preview	DescribeGatewayRoute	Read		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DescribeGatewayRoute.html		
App Mesh Preview	appmesh-preview	DescribeMesh	Read		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DescribeMesh.html		
App Mesh Preview	appmesh-preview	DescribeRoute	Read		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DescribeRoute.html		
App Mesh Preview	appmesh-preview	DescribeVirtualGateway	Read		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DescribeVirtualGateway.html		
App Mesh Preview	appmesh-preview	DescribeVirtualNode	Read		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DescribeVirtualNode.html		
App Mesh Preview	appmesh-preview	DescribeVirtualRouter	Read		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DescribeVirtualRouter.html		
App Mesh Preview	appmesh-preview	DescribeVirtualService	Read		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DescribeVirtualService.html		
App Mesh Preview	appmesh-preview	ListGatewayRoutes	List		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_ListGatewayRoutes.html		
App Mesh Preview	appmesh-preview	ListMeshes	List		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_ListMeshes.html		
App Mesh Preview	appmesh-preview	ListRoutes	List		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_ListRoutes.html		
App Mesh Preview	appmesh-preview	ListVirtualGateways	List		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_ListVirtualGateways.html		
App Mesh Preview	appmesh-preview	ListVirtualNodes	List		https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_ListVirtualNodes.html		
